"column","name","ncaa_name","logos","conference","conference_2","url_conference","primary","secondary","tertiary","quaternary","background","border"
303,"Tulane Green Wave","Tulane","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/tulane.svg","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#006747","#43B02A","#418FDE","#000000","#0a1f3f","#D0392B"
304,"Tulsa Golden Hurricane","Tulsa","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/tulsa.svg","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#002D72","#C8102E","#C5B783","#F3D54E","#0a1f3f","#D0392B"
305,"UAB","UAB","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uab.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#006341","#CC8A00","#000000","#BF0D3E","#003865","#A6192E"
306,"UC Davis","UC Davis","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-davis.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#002855","#B3A369",NA,NA,"#091359","#961E45"
307,"UC Irvine","UC Irvine","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-irvine.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#0C2340","#FFC72C",NA,NA,"#091359","#961E45"
308,"UC Riverside","UC Riverside","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-riverside.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#2D6CC0","#003066","#F1AB00","#7A6E67","#091359","#961E45"
309,"UC San Diego","UC San Diego","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-san-diego.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#182B49","#C69214","006A96",NA,"#091359","#961E45"
310,"UC Santa Barbara","UC Santa Barbara","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uc-santa-barbara.svg","Big West","Big West","https://sportslogohistory.com/wp-content/uploads/2019/02/big_west_conference_2000-pres.png","#004D9F","#FFB814",NA,NA,"#091359","#961E45"
311,"UCF","UCF","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ucf.svg","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#000000","#B7A369",NA,NA,"#0a1f3f","#D0392B"
312,"UCLA","UCLA","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ucla.svg","Pac-12","Pac-12","https://sportslogohistory.com/wp-content/uploads/2017/12/pac-12_2001-pres.png","#2D68C4","#F2A900","#3284BF","#FFE800","#1d4b8c","#000000"
313,"UConn","UConn","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uconn.svg","Big East","Big East","https://sportslogohistory.com/wp-content/uploads/2017/12/big_east_conference_2005-pres.png","#000E2F","#ffffffFFF",NA,NA,"#163e79","#DA3742"
314,"UIC","UIC","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ill-chicago.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#AC1E2D","#041E42","#FACC09",NA,"#de7c00","#000000"
315,"UIW","UIW","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uiw.svg","Southland","Southland","https://www.southland.org/images/main_logo.png","#CB333B","#000000",NA,NA,"#002649","#ffffff"
316,"ULM","ULM","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/la-monroe.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#800029","#BD955A","#646469","#DAD86D","#205296","#F3BA44"
317,"UMass Lowell","UMass Lowell","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/umass-lowell.svg","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#003DA5","#C8102E",NA,NA,"#141b4d","#00b5e2"
318,"UMBC","UMBC","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/umbc.svg","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#B18906","#FFC20E","#000000","#ED1C24","#141b4d","#00b5e2"
319,"UMES","UMES","https://upload.wikimedia.org/wikipedia/en/6/65/Maryland_Eastern_Shore_Hawks_logo.svg","MEAC","MEAC","https://fbschedules.com/wp-content/uploads/2019/07/meac.png","#822433","#8B8D8E",NA,NA,"#481a72","#f7b04d"
320,"UNC Asheville","UNC Asheville","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/unc-asheville.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#003DA5","#ffffffFFF",NA,NA,"#0082cc","#ec7422"
321,"UNC Greensboro","UNC Greensboro","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/unc-greensboro.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#0F2044","#FFB71B",NA,NA,"#001489","#da291c"
322,"UNCW","UNCW","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/unc-wilmington.svg","CAA","CAA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Colonial_Athletic_Association_2013_logo.png/250px-Colonial_Athletic_Association_2013_logo.png","#006666","#003366","#FFD600",NA,"#002649","#ffffff"
323,"UNI","UNI","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/uni.svg","MVC","MVC","https://sportslogohistory.com/wp-content/uploads/2018/03/missouri_valley_conference_logo.png","#4B116F","#FFCC00",NA,NA,"#e51636","#18468b"
324,"UNLV","UNLV","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/unlv.svg","Mountain West","MWC","https://sportslogohistory.com/wp-content/uploads/2018/03/mountain_west_conference_2011-pres.png","#B10202","#666666","#000000",NA,"#4a317a","#AFAFAF"
325,"USC Upstate","USC Upstate","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/usc-upstate.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#00703C","#000000",NA,NA,"#0082cc","#ec7422"
326,"UT Arlington","UT Arlington","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/texas-arlington.svg","Sunbelt","Sunbelt","https://sportslogohistory.com/wp-content/uploads/2020/06/sun_belt__conference_2020-pres.png","#F58025","#0064B1",NA,NA,"#205296","#F3BA44"
327,"UT Martin","UT Martin","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/ut-martin.svg","OVC","OVC","https://sportslogohistory.com/wp-content/uploads/2019/05/ohio_valley_conference_2000-pres.png","#002649","#F77F00",NA,NA,"#a51341","#000000"
328,"Utah Utes","Utah","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utah.svg","Pac-12","Pac-12","https://sportslogohistory.com/wp-content/uploads/2017/12/pac-12_2001-pres.png","#CC0000","#808080","#000000",NA,"#1d4b8c","#000000"
329,"Utah State Aggies","Utah St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utah-st.svg","Mountain West","MWC","https://sportslogohistory.com/wp-content/uploads/2018/03/mountain_west_conference_2011-pres.png","#0F2439","#ffffffFFF","#9D968D","#000000","#4a317a","#AFAFAF"
330,"Utah Valley Wolverines","Utah Valley","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utah-valley.svg","WAC","WAC","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Western_Athletic_Conference_Logo.svg/250px-Western_Athletic_Conference_Logo.svg.png","#275D38","#000000","#8E8C89",NA,"#98002e","#d9d4cc"
331,"UTEP","UTEP","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utep.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#FF8200","#041E42","#B1B3B3",NA,"#003865","#A6192E"
332,"UTRGV","UTRGV","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utrgv.svg","WAC","WAC","https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Western_Athletic_Conference_Logo.svg/250px-Western_Athletic_Conference_Logo.svg.png","#FFA300","#F05023","#00843D","#0C2340","#98002e","#d9d4cc"
333,"UTSA","UTSA","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/utsa.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#F15A22","#0C2340",NA,NA,"#003865","#A6192E"
334,"Valparaiso Crusaders","Valparaiso","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/valparaiso.svg","MVC","MVC","https://sportslogohistory.com/wp-content/uploads/2018/03/missouri_valley_conference_logo.png","#381E0E","#613318","#FFCC00",NA,"#e51636","#18468b"
335,"Vanderbilt Commodores","Vanderbilt","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/vanderbilt.svg","SEC","SEC","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Southeastern_Conference_logo.svg/1200px-Southeastern_Conference_logo.svg.png","#000000","#866D4B",NA,NA,"#264279","#F8D366"
336,"VCU","VCU","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/vcu.svg","Atlantic 10","A-10","https://sportslogohistory.com/wp-content/uploads/2018/03/atlantic__10_conference_2014-pres.png","#FFB300","#000000",NA,NA,"#cf352a","#000000"
337,"Vermont Catamounts","Vermont","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/vermont.svg","America East","Am. East","https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/America_East.png/200px-America_East.png","#154734","#8B5B29","#FFC72C","#C6AA76","#141b4d","#00b5e2"
338,"Villanova Wildcats","Villanova","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/villanova.svg","Big East","Big East","https://sportslogohistory.com/wp-content/uploads/2017/12/big_east_conference_2005-pres.png","#00205B","#13B5EA","#8B634B",NA,"#163e79","#DA3742"
339,"Virginia Cavaliers","Virginia","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/virginia.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#232D4B","#F84C1E","#ffffffFFF",NA,"#204c88","#A8A9AB"
340,"Virginia Tech Hokies","Virginia Tech","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/virginia-tech.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#630031","#CF4420",NA,NA,"#204c88","#A8A9AB"
341,"VMI","VMI","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/vmi.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#AE122A","#FFD619",NA,NA,"#001489","#da291c"
342,"Wagner","Wagner","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wagner.svg","NEC","NEC","https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Northeast_Conference_logo.svg/1200px-Northeast_Conference_logo.svg.png","#004331","#ffffffFFF",NA,NA,"#0d67a4","#231f20"
343,"Wake Forest Demon Deacons","Wake Forest","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wake-forest.svg","ACC","ACC","https://sportslogohistory.com/wp-content/uploads/2017/12/atlantic_coast_conference_2014-pres.png","#A67F31","#000000",NA,NA,"#204c88","#A8A9AB"
344,"Washington Huskies","Washington","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/washington.svg","Pac-12","Pac-12","https://sportslogohistory.com/wp-content/uploads/2017/12/pac-12_2001-pres.png","#4B2E83","#B7A57A","#85754D",NA,"#1d4b8c","#000000"
345,"Washington State Cougars","Washington St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/washington-st.svg","Pac-12","Pac-12","https://sportslogohistory.com/wp-content/uploads/2017/12/pac-12_2001-pres.png","#981E32","#5E6A71",NA,NA,"#1d4b8c","#000000"
346,"Weber State Wildcats","Weber St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/weber-st.svg","Big Sky","Big Sky","https://sportslogohistory.com/wp-content/uploads/2019/05/big_sky_conference_2013-pres.png","#A1A1A4","#130C0E",NA,NA,"#015dab","#70CEE4"
347,"West Virginia Mountaineers","West Virginia","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/west-virginia.svg","Big 12","Big 12","https://sportslogohistory.com/wp-content/uploads/2019/10/big_12_conference_2019-pres.png","#002855","#EAAA00",NA,NA,"#b42b36","#B42B36"
348,"Western Carolina Catamounts","Western Caro.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/western-caro.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#592C88","#B9975B",NA,NA,"#001489","#da291c"
349,"Western Illinois Leathernecks","Western Ill.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/western-ill.svg","Summit League","Summit","https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Summit_League_logo.svg/250px-Summit_League_logo.svg.png","#663399","#FFCC00",NA,NA,"#215499","#939598"
350,"Western Kentucky Hilltoppers","Western Ky.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/western-ky.svg","C-USA","C-USA","https://sportslogohistory.com/wp-content/uploads/2018/03/conference_usa_2013-pres.png","#C60C30","#1E1E1E","#A2A4A3",NA,"#003865","#A6192E"
351,"Western Michigan Broncos","Western Mich.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/western-mich.svg","MAC","MAC","https://sportslogohistory.com/wp-content/uploads/2019/02/mid-american_conference_2008-pres.png","#6C4023","#B5A167","#AAA8AA","#000000","#142846","#479F66"
352,"Wichita State Shockers","Wichita St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wichita-st.svg","AAC","AAC","https://sportslogohistory.com/wp-content/uploads/2019/10/american_athletic__conference_2017-pres.png","#FFCD00","#000000",NA,NA,"#0a1f3f","#D0392B"
353,"William & Mary","William & Mary","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/william-mary.svg","CAA","CAA","https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Colonial_Athletic_Association_2013_logo.png/250px-Colonial_Athletic_Association_2013_logo.png","#115740","#F0B323","#D0D3D4",NA,"#002649","#ffffff"
354,"Winthrop Eagles","Winthrop","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/winthrop.svg","Big South","Big South","https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Big_South_Conference_Logo_%282017%29.png/800px-Big_South_Conference_Logo_%282017%29.png","#872434","#FFC82E",NA,NA,"#0082cc","#ec7422"
355,"Wisconsin","Wisconsin","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wisconsin.svg","Big Ten","Big 10","https://sportslogohistory.com/wp-content/uploads/2017/12/big_ten_conference_2012-pres.png","#C5050C","#ffffffFFF","#9B0000",NA,"#0088ce","#000000"
356,"Wofford","Wofford","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wofford.svg","SoCon","SoCon","https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Southern_Conference_logo.svg/200px-Southern_Conference_logo.svg.png","#886E4C","#000000",NA,NA,"#001489","#da291c"
357,"Wright State Raiders","Wright St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wright-st.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#026937","#CEA052","#FFE1A5","#DE6328","#de7c00","#000000"
358,"Wyoming Cowboys","Wyoming","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/wyoming.svg","Mountain West","MWC","https://sportslogohistory.com/wp-content/uploads/2018/03/mountain_west_conference_2011-pres.png","#FFC425","#492F24",NA,NA,"#4a317a","#AFAFAF"
359,"Xavier Musketeers","Xavier","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/xavier.svg","Big East","Big East","https://sportslogohistory.com/wp-content/uploads/2017/12/big_east_conference_2005-pres.png","#0C2340","#9EA2A2","#0099CC",NA,"#163e79","#DA3742"
360,"Yale Bulldogs","Yale Bulldogs","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/yale.svg","Ivy","Ivy","https://sportslogohistory.com/wp-content/uploads/2019/05/ivy_league_2000-pres.png","#00356B","#ffffffFFF",NA,NA,"#01563f","#01563f"
361,"Youngstown State Penguins","Youngstown St.","https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgd/youngstown-st.svg","Horizon","Horizon","https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Hl-logo-large-dark.png/250px-Hl-logo-large-dark.png","#C8102E","#F3D54E",NA,NA,"#de7c00","#000000"
